ID,Category,Type,Item,Origin,Destination,Start_Lat,Start_Lon,End_Lat,End_Lon,Departure,Arrival,Status_Detail,Warehouse,Qty
DEL-2837,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-11-18 18:00:00,2024-11-19 03:00:00,Out for Delivery,DC_Cikarang,472
DEL-2838,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-08-08 04:00:00,2024-08-08 17:00:00,Out for Delivery,DC_Cikarang,240
DEL-2839,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-03-23 02:00:00,2024-03-23 08:00:00,Out for Delivery,DC_Cikarang,186
DEL-2840,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-05-02 08:00:00,2024-05-02 21:00:00,Out for Delivery,DC_Cikarang,412
DEL-2841,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-11-29 14:00:00,2024-11-29 23:00:00,Out for Delivery,DC_Cikarang,345
DEL-2842,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-05-04 05:00:00,2024-05-04 18:00:00,Out for Delivery,DC_Cikarang,320
DEL-2843,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-12-18 12:00:00,2024-12-18 20:00:00,Out for Delivery,DC_Cikarang,378
DEL-2844,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-11-21 13:00:00,2024-11-22 01:00:00,Out for Delivery,DC_Cikarang,313
DEL-2845,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-02-24 10:00:00,2024-02-24 17:00:00,Out for Delivery,DC_Cikarang,156
DEL-2846,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-05-28 20:00:00,2024-05-29 05:00:00,Out for Delivery,DC_Cikarang,192
DEL-2847,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-02-03 17:00:00,2024-02-04 03:00:00,Out for Delivery,DC_Cikarang,492
DEL-2848,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-04-01 13:00:00,2024-04-02 00:00:00,Out for Delivery,DC_Cikarang,436
DEL-2849,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-03-11 15:00:00,2024-03-12 02:00:00,Out for Delivery,DC_Cikarang,134
DEL-2850,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-09-20 01:00:00,2024-09-20 07:00:00,Out for Delivery,DC_Cikarang,160
DEL-2851,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-11-28 05:00:00,2024-11-28 17:00:00,Out for Delivery,DC_Cikarang,495
DEL-2852,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-09-01 07:00:00,2024-09-01 18:00:00,Out for Delivery,DC_Cikarang,269
DEL-2853,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-02-08 03:00:00,2024-02-08 09:00:00,Out for Delivery,DC_Cikarang,100
DEL-2854,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-12-06 11:00:00,2024-12-06 18:00:00,Out for Delivery,DC_Cikarang,230
DEL-2855,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-04-07 17:00:00,2024-04-08 03:00:00,Out for Delivery,DC_Cikarang,485
DEL-2856,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-02-01 04:00:00,2024-02-01 13:00:00,Out for Delivery,DC_Cikarang,265
DEL-2857,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-04-30 15:00:00,2024-05-01 04:00:00,Out for Delivery,DC_Cikarang,269
DEL-2858,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-12-22 20:00:00,2024-12-23 07:00:00,Out for Delivery,DC_Cikarang,93
DEL-2859,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-09-22 06:00:00,2024-09-22 12:00:00,Out for Delivery,DC_Cikarang,291
DEL-2860,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-06-04 01:00:00,2024-06-04 12:00:00,Out for Delivery,DC_Cikarang,329
DEL-2861,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-12-14 06:00:00,2024-12-14 13:00:00,Out for Delivery,DC_Cikarang,454
DEL-2862,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-04-10 15:00:00,2024-04-11 04:00:00,Out for Delivery,DC_Cikarang,66
DEL-2863,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-09-20 18:00:00,2024-09-21 07:00:00,Out for Delivery,DC_Cikarang,77
DEL-2864,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-02-11 03:00:00,2024-02-11 10:00:00,Out for Delivery,DC_Cikarang,135
DEL-2865,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-12-14 18:00:00,2024-12-15 04:00:00,Out for Delivery,DC_Cikarang,278
DEL-2866,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-06-22 14:00:00,2024-06-22 20:00:00,Out for Delivery,DC_Cikarang,330
DEL-2867,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-04-19 05:00:00,2024-04-19 17:00:00,Out for Delivery,DC_Cikarang,138
DEL-2868,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-06-12 20:00:00,2024-06-13 08:00:00,Out for Delivery,DC_Cikarang,388
DEL-2869,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-10-03 01:00:00,2024-10-03 12:00:00,Out for Delivery,DC_Cikarang,265
DEL-2870,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-02-25 13:00:00,2024-02-25 22:00:00,Out for Delivery,DC_Cikarang,361
DEL-2871,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-04-21 15:00:00,2024-04-22 01:00:00,Out for Delivery,DC_Cikarang,436
DEL-2872,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-03-07 21:00:00,2024-03-08 10:00:00,Out for Delivery,DC_Cikarang,479
DEL-2873,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-11-22 20:00:00,2024-11-23 09:00:00,Out for Delivery,DC_Cikarang,132
DEL-2874,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-05-21 05:00:00,2024-05-21 13:00:00,Out for Delivery,DC_Cikarang,86
DEL-2875,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-11-17 18:00:00,2024-11-18 03:00:00,Out for Delivery,DC_Cikarang,478
DEL-2876,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-08-01 11:00:00,2024-08-01 23:00:00,Out for Delivery,DC_Cikarang,411
DEL-2877,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-11-27 01:00:00,2024-11-27 08:00:00,Out for Delivery,DC_Cikarang,62
DEL-2878,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-07-15 07:00:00,2024-07-15 17:00:00,Out for Delivery,DC_Cikarang,259
DEL-2879,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-06-19 10:00:00,2024-06-19 16:00:00,Out for Delivery,DC_Cikarang,375
DEL-2880,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-01-10 05:00:00,2024-01-10 12:00:00,Out for Delivery,DC_Cikarang,119
DEL-2881,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-01-25 06:00:00,2024-01-25 19:00:00,Out for Delivery,DC_Cikarang,51
DEL-2882,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-01-11 22:00:00,2024-01-12 07:00:00,Out for Delivery,DC_Cikarang,80
DEL-2883,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-03-31 00:00:00,2024-03-31 10:00:00,Out for Delivery,DC_Cikarang,267
DEL-2884,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-05-18 18:00:00,2024-05-19 04:00:00,Out for Delivery,DC_Cikarang,116
DEL-2885,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-09-01 22:00:00,2024-09-02 07:00:00,Out for Delivery,DC_Cikarang,421
DEL-2886,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-12-10 06:00:00,2024-12-10 17:00:00,Out for Delivery,DC_Cikarang,86
DEL-2887,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-08-14 07:00:00,2024-08-14 14:00:00,Out for Delivery,DC_Cikarang,233
DEL-2888,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-11-08 21:00:00,2024-11-09 10:00:00,Out for Delivery,DC_Cikarang,133
DEL-2889,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-07-23 14:00:00,2024-07-24 01:00:00,Out for Delivery,DC_Cikarang,434
DEL-2890,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-09-26 11:00:00,2024-09-26 21:00:00,Out for Delivery,DC_Cikarang,192
DEL-2891,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-05-20 12:00:00,2024-05-20 22:00:00,Out for Delivery,DC_Cikarang,205
DEL-2892,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-03-25 11:00:00,2024-03-25 18:00:00,Out for Delivery,DC_Cikarang,205
DEL-2893,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-02-27 16:00:00,2024-02-28 03:00:00,Out for Delivery,DC_Cikarang,102
DEL-2894,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-07-24 21:00:00,2024-07-25 03:00:00,Out for Delivery,DC_Cikarang,299
DEL-2895,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-11-20 03:00:00,2024-11-20 13:00:00,Out for Delivery,DC_Cikarang,308
DEL-2896,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-03-27 05:00:00,2024-03-27 16:00:00,Out for Delivery,DC_Cikarang,132
DEL-2897,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-12-03 22:00:00,2024-12-04 05:00:00,Out for Delivery,DC_Cikarang,201
DEL-2898,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-07-19 02:00:00,2024-07-19 12:00:00,Out for Delivery,DC_Cikarang,402
DEL-2899,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-10-18 16:00:00,2024-10-19 04:00:00,Out for Delivery,DC_Cikarang,468
DEL-2900,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-06-26 14:00:00,2024-06-27 00:00:00,Out for Delivery,DC_Cikarang,496
DEL-2901,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-09-11 09:00:00,2024-09-11 19:00:00,Out for Delivery,DC_Cikarang,349
DEL-2902,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-05-24 14:00:00,2024-05-25 02:00:00,Out for Delivery,DC_Cikarang,310
DEL-2903,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-10-14 19:00:00,2024-10-15 01:00:00,Out for Delivery,DC_Cikarang,71
DEL-2904,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-04-04 14:00:00,2024-04-04 21:00:00,Out for Delivery,DC_Cikarang,203
DEL-2905,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-12-01 03:00:00,2024-12-01 10:00:00,Out for Delivery,DC_Cikarang,363
DEL-2906,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-04-01 17:00:00,2024-04-01 23:00:00,Out for Delivery,DC_Cikarang,320
DEL-2907,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-01-24 13:00:00,2024-01-24 23:00:00,Out for Delivery,DC_Cikarang,239
DEL-2908,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-05-25 09:00:00,2024-05-25 22:00:00,Out for Delivery,DC_Cikarang,126
DEL-2909,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-03-04 12:00:00,2024-03-04 22:00:00,Out for Delivery,DC_Cikarang,271
DEL-2910,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-08-26 03:00:00,2024-08-26 10:00:00,Out for Delivery,DC_Cikarang,198
DEL-2911,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-08-16 07:00:00,2024-08-16 15:00:00,Out for Delivery,DC_Cikarang,212
DEL-2912,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-07-14 20:00:00,2024-07-15 09:00:00,Out for Delivery,DC_Cikarang,110
DEL-2913,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-09-13 05:00:00,2024-09-13 16:00:00,Out for Delivery,DC_Cikarang,88
DEL-2914,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-11-21 19:00:00,2024-11-22 01:00:00,Out for Delivery,DC_Cikarang,244
DEL-2915,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-12-16 22:00:00,2024-12-17 09:00:00,Out for Delivery,DC_Cikarang,200
DEL-2916,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-11-27 20:00:00,2024-11-28 04:00:00,Out for Delivery,DC_Cikarang,154
DEL-2917,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-01-20 07:00:00,2024-01-20 20:00:00,Out for Delivery,DC_Cikarang,428
DEL-2918,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-06-27 10:00:00,2024-06-27 17:00:00,Out for Delivery,DC_Cikarang,282
DEL-2919,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-04-16 17:00:00,2024-04-17 03:00:00,Out for Delivery,DC_Cikarang,172
DEL-2920,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-09-01 19:00:00,2024-09-02 03:00:00,Out for Delivery,DC_Cikarang,317
DEL-2921,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-11-20 07:00:00,2024-11-20 16:00:00,Out for Delivery,DC_Cikarang,97
DEL-2922,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-08-11 03:00:00,2024-08-11 11:00:00,Out for Delivery,DC_Cikarang,346
DEL-2923,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-05-17 21:00:00,2024-05-18 03:00:00,Out for Delivery,DC_Cikarang,366
DEL-2924,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-12-06 05:00:00,2024-12-06 18:00:00,Out for Delivery,DC_Cikarang,272
DEL-2925,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-11-01 09:00:00,2024-11-01 18:00:00,Out for Delivery,DC_Cikarang,167
DEL-2926,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-02-18 20:00:00,2024-02-19 09:00:00,Out for Delivery,DC_Cikarang,395
DEL-2927,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-01-22 05:00:00,2024-01-22 12:00:00,Out for Delivery,DC_Cikarang,338
DEL-2928,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-09-21 05:00:00,2024-09-21 12:00:00,Out for Delivery,DC_Cikarang,148
DEL-2929,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-01-26 01:00:00,2024-01-26 08:00:00,Out for Delivery,DC_Cikarang,398
DEL-2930,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-12-05 20:00:00,2024-12-06 02:00:00,Out for Delivery,DC_Cikarang,238
DEL-2931,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-11-19 00:00:00,2024-11-19 08:00:00,Out for Delivery,DC_Cikarang,243
DEL-2932,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-11-08 11:00:00,2024-11-08 21:00:00,Out for Delivery,DC_Cikarang,452
DEL-2933,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-03-01 10:00:00,2024-03-01 20:00:00,Out for Delivery,DC_Cikarang,330
DEL-2934,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-06-03 00:00:00,2024-06-03 10:00:00,Out for Delivery,DC_Cikarang,370
DEL-2935,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-09-09 21:00:00,2024-09-10 06:00:00,Out for Delivery,DC_Cikarang,71
DEL-2936,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-09-27 20:00:00,2024-09-28 09:00:00,Out for Delivery,DC_Cikarang,103
DEL-2937,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-04-26 05:00:00,2024-04-26 15:00:00,Out for Delivery,DC_Cikarang,278
DEL-2938,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-05-23 11:00:00,2024-05-24 00:00:00,Out for Delivery,DC_Cikarang,427
DEL-2939,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-06-29 03:00:00,2024-06-29 12:00:00,Out for Delivery,DC_Cikarang,297
DEL-2940,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-02-15 10:00:00,2024-02-15 20:00:00,Out for Delivery,DC_Cikarang,275
DEL-2941,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-07-29 07:00:00,2024-07-29 18:00:00,Out for Delivery,DC_Cikarang,251
DEL-2942,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-08-19 13:00:00,2024-08-19 21:00:00,Out for Delivery,DC_Cikarang,119
DEL-2943,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-12-22 05:00:00,2024-12-22 11:00:00,Out for Delivery,DC_Cikarang,286
DEL-2944,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-08-30 21:00:00,2024-08-31 05:00:00,Out for Delivery,DC_Cikarang,188
DEL-2945,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-04-10 17:00:00,2024-04-11 03:00:00,Out for Delivery,DC_Cikarang,51
DEL-2946,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-04-27 11:00:00,2024-04-27 23:00:00,Out for Delivery,DC_Cikarang,249
DEL-2947,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-09-17 12:00:00,2024-09-18 01:00:00,Out for Delivery,DC_Cikarang,141
DEL-2948,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-09-29 16:00:00,2024-09-30 02:00:00,Out for Delivery,DC_Cikarang,489
DEL-2949,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-01-09 18:00:00,2024-01-10 01:00:00,Out for Delivery,DC_Cikarang,222
DEL-2950,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-07-28 04:00:00,2024-07-28 17:00:00,Out for Delivery,DC_Cikarang,197
DEL-2951,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-02-28 06:00:00,2024-02-28 16:00:00,Out for Delivery,DC_Cikarang,150
DEL-2952,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-06-21 07:00:00,2024-06-21 13:00:00,Out for Delivery,DC_Cikarang,490
DEL-2953,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-09-14 01:00:00,2024-09-14 14:00:00,Out for Delivery,DC_Cikarang,163
DEL-2954,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-01-26 00:00:00,2024-01-26 11:00:00,Out for Delivery,DC_Cikarang,153
DEL-2955,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-06-09 20:00:00,2024-06-10 06:00:00,Out for Delivery,DC_Cikarang,340
DEL-2956,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-06-23 10:00:00,2024-06-23 17:00:00,Out for Delivery,DC_Cikarang,180
DEL-2957,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-09-01 17:00:00,2024-09-02 01:00:00,Out for Delivery,DC_Cikarang,489
DEL-2958,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-08-08 11:00:00,2024-08-08 18:00:00,Out for Delivery,DC_Cikarang,164
DEL-2959,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-12-08 13:00:00,2024-12-09 00:00:00,Out for Delivery,DC_Cikarang,127
DEL-2960,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-08-11 23:00:00,2024-08-12 05:00:00,Out for Delivery,DC_Cikarang,305
DEL-2961,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-11-04 03:00:00,2024-11-04 16:00:00,Out for Delivery,DC_Cikarang,54
DEL-2962,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-06-03 04:00:00,2024-06-03 12:00:00,Out for Delivery,DC_Cikarang,278
DEL-2963,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-09-24 14:00:00,2024-09-24 20:00:00,Out for Delivery,DC_Cikarang,178
DEL-2964,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-01-21 07:00:00,2024-01-21 13:00:00,Out for Delivery,DC_Cikarang,451
DEL-2965,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-02-21 00:00:00,2024-02-21 13:00:00,Out for Delivery,DC_Cikarang,481
DEL-2966,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-04-23 14:00:00,2024-04-24 03:00:00,Out for Delivery,DC_Cikarang,141
